neg	 ab achanak khawaja saad rafique ko khiyaal aagaya woh bhe peshawar mai is line pai 10 saal sai koi train nahe guzri
neg	 adha drama to censor hi hojaye gaa , khaas tor per basant singh ( babrik shah ) wala part . dramon kay naam change kernay ki koi tuk nahin banti . iss bewaqoofi ki waja samajh main nahin aaye . mushkil hindi naamon wali indian movies bhi to pakistan main release hoti hain , jesay katha , sangharsh , abodh , gaman , andolan , kartavya , avtaar , satyamev jayate , nishaant , aakrosh , akarshan , etc . in mushkil hindi names ko to koi urdu main convert nahin kerta !!! 
neg	 bekaar fuzool end !!!!! moti budhi laila jeet gayee . laila doosri larkiyon ko meesni keh rahi hai , jabkay laila khud sub se bari meesni hai . aliya aur aleena main se koi aik desi kuri ka title win kerti to theek hota . 
neg	 choor kasuri choor jhootay ka moo kaala
neg	 gali gali mein shor hai gaaanjaaaa shair chor hai 
neg	 hum kia aur hamari logic kia bhonkoon k muted bhonk se andaza laganay k koshish kar rahey k in k jhoot mein kitna dam ha . waisey yeah offshore companies ka paisa kehan se aaaaya
neg	 imran khan altaf hussain chachoo haroon ab sadmey sey nikal aao future main jo bhi ho magar ik sahab ney apney aap key saath buhut hi bura kar dala hai is ka ab aney wala waqt hi batayey ga jo agar thori buhut umeed thi woh bhi mutti main mil gai
neg	 lagta ha sab bhonkay hath xaray kar rahay hein k panama se koi tufaan aanay k imkaan nahein tumhari galian beta rehi hein ke tum kitney frustrated hoooo 
neg	 merey bahi tum saye kaha rahey hoo but main tum ku ak cheez clear kardoon mqm kabhi start nahi kartey but haan end zaroor kartey ha its true yar main buhat pashtoons ku janta hoon ju kabhi in cheezoon ku favour nahi kartey but anp ju ha sirf pashtoons ka naam use karkey karachi main drag weapon qabsa or killing kar rahi ha or urdu speaking or pashtoon ku lara rahi ha as a pakistani ham sab ku ak dosra ku accept karna chaye jahan tak mqm key qabsey ki baat ha is sey koi farq nahi pharta ha merey bahi still karachi main sab lug abaad haan or jee rahay haan in sab ka haal sirf ak hi ha ak dafa bagr kasey farq key pura karachi operation kar dye jaye jab tak weapon rahey ga yeh masla chalta rahey ga allaha ham sab key diloon main dusrey key liye mohabaat pada karey
neg	 nawaz khanzaaney ka moun khul chukaa hai sab kha rahy han
neg	 pakistan mai samsung ke jo models new available hain sab cheap models hain note4 b 1 . 9octacore processor wala hai aur sirf 3g support hai . 
neg	 sharifoon ko tau pehley b baray galeez galain detey rahey hein yeh zra late hau gia ha tu phlay apnay baap ki haram ki kamai ka answer do sponsored links
neg	 tu phlay apnay baap ki haram ki kamai ka answer do haram p tau pala hua tu lagta ha baat b seedhi nahein nikalti terey munh se
neg	 tumhari tarhan har koi rooti ko chochi nahin kehta phuddu unko banao jo ban jayen aur yeh pm ho ga tum logon ka sari duniya janti hai kiss tarhan yeh pm bana hai merit per lay kar ao to iski pori family say ek banda bhi 16 grade per bhi naukari hasil na kar sakhe india rooz proxy war say humare logon ko mar raha hay or yeh chaprasi insan k monh main zuban tak nahin jo bol sakhe k bharat shamil hai is sab main apnay log sambhale nahin ja rahe aur yeh arbi pitho chala hay saudia arab ki hifazat karne
neg	 waisey yeah offshore companies ka paisa kehan se aaaaya aaap k ijazat k shukria you tell me waisey yeah offshore companies ka paisa aaaaya kehan se 
neg	 yarr tumhari logic hamesha hi bohat nirali hoti hay pakistan qoom ka almiya hai k jis ki oqat chiprasi ki nahin woh pm ban gaya hai aman sab chahte hain per nechay lag kar nahin ankhon main ankhain dal kar baat karo yeh chaprasi bharat say aisa darta hay jaisay isk ghar ka rashan wahan say ata hai mulk ka pm bana hay karobar ko chor kar pakistani qoom ka soche
neg	 aaap k ijazat k shukria you tell me waisey yeah offshore companies ka paisa kehan se aaaaya jutt riskyy kee pee kay nooray kay haraam pasay kee whisky sooo jaaa neened ayee hai tujay
neg	 bongayyy tren actorz ko apas main milwayee gi :d :d
neg	 bozdil ha amrica
neg	 iphone 6 kisi kaam ka nhi hai apne pese zaia nhi karo 
neg	 moral values tou khatam hi ho gaey hain hum main
neg	 patwari ka koi biyan nai aaya aik dalal ka biyan jo us nae kashif abbasi k program mae diya ha k ppp nae bi is k badley boht kuch diya ha
neg	 ullo kay patha leader imran
neg	 yeh train to shahbaz shareef khud chala k laya tha
neg	 " aap , jinab " kay baad jab achanak " tu " " tu " ker kay baten shroo ker detay ha , to bohot bura , cheap , & amp ; annoying lagta hai . hsy kuchh adaab , tameez , aur mannerism bhi seekh lo ! 
neg	 " aj to main bhee kahta hoon ya drama ha .... sorry waqas sahab ... bilal lishari ki apni soch ha kahan 16 crore ke waar or kahan 50crore ke yalghaar .. pesa hi zaya keya ha ... dil torney kelia thanks " 
neg	 # sahil _ jaan bhai 1 fault hai es men ye cloud downloading ni krta
neg	 ( s i a s a s a t ) wo bhi pakistani jhoti siasat musalman ko munafiq bana deti hay . 
neg	 ( hgj ) pic clear nhi nazer a rhi bari pic post kro phir. Maza nahi aaya
neg	 , ye pti k khilaaf ya pak oar awam k sath zulm ki ibtada he . whts mean ek ? 
neg	 . resign do bhai topi drama nai chalega
neg	 ... itna zulam tou saas bahu k saat bhi nhi karti jitna brazil k saat ho rha hai . ........... khikhikhi
neg	 .... aur bohot si bewaqoof larkiyun ki bhi shaadi nahin honi chahiye jo apni ahmaqana herkaton say apna gher khud tabah kerti hain . jin ki sirf achi shakal honay ki waja say shaadi to hojati hai magar dimagh naam ki koi cheez nahin payee jaati un main . 
neg	 .. in k han koi kutta b marry to ilzam pakistan py he lagaty hai in sy kia takra .. 
neg	 .. jahangir tareen ke fateh se p . t . i khush fehmi ka shikar ho jye ge
neg	 .. sir kpk me road net work bahut bura he ... 
neg	 .. ﻿kuch loog ghatiya b to hotay han na
neg	 . iss tarah tau dr . aasim ki tarah imran khan ko bhi gariftaar karna banta hy . 
neg	 . sh . rasheed sahib pamist hain wo he ik ka haath deykh kr jawab dy sekty hain . 
neg	 . afridi look shahrukh sad hain . na rulao shahrukh ko ye to khud dunia mai khushain bant , ty hain . go lala go . 
neg	 . in zar paraston ne tu zinda awam k sath sath lashon k bhi saudy kiy in jahilon ko ab jo bhi vote dega woh bhi ahmaq hoga
neg	 . plz achy bating krna .... agar app jldy out ho jao to dill toot jta hh ... Mujhay pata ha achi karo gy to nahi
neg	 // paisa he khuda hy jang group ka . paisa do jooooooooo marzi kerwa lo in say
neg	 /// land mafia ki govt sarprasti karti hay . warna land mafia mai kiya himmat
neg	1 originally posted by insafseeker kabhi research ker kay dekhna jaati umrah kaisay bana tha aur afzal khokhar malik shafi khokhar aur rauwind k mpa mna kaisay kaisay qabza ker k zameen dilwatay thay tao islamabad ki kachi abadian mamoli baat laga gee
neg	1 bat tu btao reham khan ko b nhe pta k ik cocain peta tha tu phir hw u knw dis ... tmhara chachu ha
neg	1 ganta agay karlo ya dus hourz kohi faraq nahi pharta log ossi time se khul rahe hai shop aur light utni hi ja rahi hai jitni pehle jati thi jab gov hi public k saath nahi to agay kiya ho sakta hai govt main govt k bari seat walo ko itna aram diya jata hai aur unke bill govt barti hai to unke gharo main dus dus to ac hote hai unko to kohi nahi dekta aur common people k pechey govt pari hai its not fair with us .......... 
neg	1 ghanta agay karnay say kuch nai hua bal kay insan ko pareshaniyan uthani pari . 
neg	1 hi recipe bar bar .. toba
neg	1 niwala lene ke baad hi pani mangna parta hai . mujhe laga ke gosht pe masala bohot ziada lag jata hai jise ki waja se aisa bura hota hai . baki sabzi waghera ke sath ye shikayat nahi aai . 
neg	1 to ap ko hr waqt bhook lg jati hai, bury sy bura khana bhee khaa jaty ho.
neg	10 lakh choren , 5 din show ni chalay ga to kitny hi lakh jaeyn gy
neg	10 min me windows ye kesy mumkin hai zaror ye jugar hoga or jugar me nuksan he hota hai no way !!!!!!!!!! i will never try that
neg	10 saal guzarnay kay baad drama boring hogya hai . dono larkiyan bari ho ker kuch zyada overacting ker rahi hain kyunkay script kaafi kamzor hai . jab aik chhoti si kahani ko zabardasti khench taan ker lamba kya jata hai to ye hashar hota hai . 
neg	100 % truewo kapil idiot intehai bongayyyyyyyyyyyyy treen jokes krta aur stupid usi jaisayyy indianz ko hansi b ajati hai lolz
neg	12000 qeemat hojai sub qmobile ki tareef karenge wo isliye ke is mobile ki asal jaga wo hi he .  
neg	150 bacho ko uae le ja k ehsan nahi ker rehe tumye kisi ka project tha tune bas apna nam show kia
neg	150 bundy mulby taly daby hue heen ye bc reham pe program kar raha hee
neg	15000 me is jese 15 set ajaygay is me he kya nokia walo ka dimakh kharab hogay ha 
neg	17 crore awam ko 20 crore main baech dia . aglay raymond ka shikar hum ya humare piyarey bahi ho saktey hain in begairt hukrano say bacha
neg	1o a yeh pakistani cloth rakhi nay pehnay huway hain gud yar aur american prostitute jaisa libaas veena nay thats too gud 2who was that sala zobi dobi 3i love that zubi dubi q kay uss ki waja say veena ki thukaee hoee
neg	1st of all jo hova bohat galat hova mager xulqarnain haider ko aisa nahe krna chahiye tha bcox jaise unhun nai kiya hai aisay buxdil log krtay hain n jahan tk rahe pcb ki baat to i m sure ye sb pcb nay he kiya hai adnan akmal ko in krnay k liye ................ 
neg	2 gont pani ho to dub kar mar jayo
neg	2 din ma 17k price kam ho gy ha ya kya standard ha iphone ka . 
neg	2 do takky k log siasat kr rhy hy
neg	2 front camra kis kam ki jb save ki memory na ho . aur battry 2gante chale
neg	2 kannnjjjjar tv per
neg	2 saal main tw hamid mir ka goli lagne wala drama b complete nhi hua school kaisy theek hongay
neg	2 se gum hain khan g no tweet 😬, hum afsurda hain
neg	2 takay ki naqli moochen aur 4 aanay ka bekaar hairband laga ker qasai hi lagay gaa ;) 
neg	20 sal say nahusat phelai hui hai tum nay .. ab jan chor do .. laalchi admi .. 
neg	2005 imran khan k liay zilat bhara saal raha , specially karachi sy jo zilat in ko mili hy woh yaad rakhny wali hy
neg	2014 bura raha aur inshallah 2015 b bura rahay ga imran khan kay liya
neg	2015 imran khan k lia bura sal raha . 
neg	300 se zidha bike 10 cars 100 school adopt har village k wadere ko 15 lac . mir sab shaft karin dalali nai . allah ne new life di
neg	35 punctures wala jhoota insan mein kabi b apni qom se jhoot nahein bologna sirf pm banene k laye jhoot bologna
neg	3rd class darama junaid nay apni ayashi karnay kay bad realize kia kay wo us say muhabat nahe karta aur ayesha b waisi hi nikli kay us kay janay ka wait karti rahi . 
neg	4 5 month drama deikho time nikaal k dilchaspi sy sari episode deikhi or ghatia end kia is dramy ka writer pagal ho gya tha end py jo end fazool kia﻿
neg	4 din reh gye baaki bhoot k aanay main phir pkaaou aaye ga or aa kr dimagh ka d , hi kray ga ........ 
neg	4 dn pehly kuch lifafio ko kehty suna tha 2 nov ko imran khan ki siasat khatm ho jayegi kia hua un lifafio ka aj
neg	4g bass likha howa hai chalta nai hai
neg	5 din pehle 1 dost ko dilwaya hai ye set , is ka display bohat hi ghatya hai 
neg	5 match khelnay walay ko analyst banaya hua ap logon ne
neg	5 . 7 inch py 3300mah battery dey ra hai samsung bohat disappointed 
neg	50 % walay nay intel se baat karli hogi , ya phir kisi bahir ki company ko project dediya hoga , kyon k next election mein tu is ka koi face bhi dekhna passand nahi karay ga . 
neg	5th episode kay baad bhi bohot boring hai ye drama . promotions main to ye dawa kiya tha kay ye drama mehnga tareen serial hai lekin wo tamam paisay kahan lagay , ye abhi tak to kaheen bhi dikhayee nehi de raha . 
neg	6 dafa dekh li ye bakwas movie ... tumhen aur koi kaam nahi hai ? 
neg	68 yrs me ye pehle wise hukmran aaye hn jinhon ne chutti khatam ki is se pehley wale sab foolish thay ? 
neg	70 saal se jis ne ye ' gand ' pehlaya h , safahi may kuch time lgay ga . 
neg	900 chohy kha k bili hajj ko challi
